_id,newprod,plantid,prodlane,prodid,skuid,batchno,transdate,wcid,qty1,unit1,qty2,unit2
OP000236,1,M02,M0205,P234,SKU021,B234,2015-Jan-01 04:14:55,WC01,0.402737883,Hours,57,ea
OP000237,1,M01,M0104,P235,SKU004,B235,2015-Jan-01 11:44:19,WC01,0.271206473,Hours,55,ea
OP000238,0,M01,M0104,P236,SKU003,B236,2015-Jan-01 05:29:52,WC02,0.452324931,Hours,55,ea
OP000239,1,M01,M0104,P237,SKU100,B237,2015-Jan-01 04:11:05,WC01,0.032384356,Hours,61,ea
OP000240,0,M01,M0104,P238,SKU069,B238,2015-Jan-01 19:34:34,WC02,0.331081315,Hours,61,ea
OP000241,1,M03,M0303,P239,SKU027,B239,2015-Jan-01 18:33:34,WC01,0.921786181,Hours,10,ea
OP000242,0,M03,M0303,P240,SKU054,B240,2015-Jan-01 00:10:31,WC02,0.631834087,Hours,10,ea
OP000243,0,M03,M0303,P241,SKU074,B241,2015-Jan-01 05:33:55,WC03,0.330772589,Hours,10,ea
OP000244,1,M01,M0104,P242,SKU057,B242,2015-Jan-01 14:54:11,WC01,0.262265942,Hours,7,ea
OP000245,0,M01,M0104,P243,SKU066,B243,2015-Jan-01 09:46:58,WC02,0.077817253,Hours,7,ea
OP000246,1,M02,M0205,P244,SKU058,B244,2015-Jan-01 08:55:39,WC01,0.838772232,Hours,97,ea
OP000247,1,M03,M0302,P245,SKU060,B245,2015-Jan-01 05:16:39,WC01,0.047281831,Hours,16,ea
OP000248,0,M03,M0302,P246,SKU094,B246,2015-Jan-01 02:33:56,WC02,0.437778207,Hours,16,ea
OP000249,0,M03,M0302,P247,SKU009,B247,2015-Jan-01 09:19:18,WC03,0.481837204,Hours,16,ea
OP000250,1,M01,M0105,P248,SKU092,B248,2015-Jan-01 17:20:06,WC01,0.308437541,Hours,81,ea
OP000251,1,M01,M0104,P249,SKU083,B249,2015-Jan-01 15:19:39,WC01,0.969890353,Hours,87,ea
OP000252,0,M01,M0104,P250,SKU056,B250,2015-Jan-01 17:40:31,WC02,0.254038469,Hours,87,ea
OP000253,1,M01,M0101,P251,SKU002,B251,2015-Jan-01 16:12:53,WC01,0.722348202,Hours,39,ea
OP000254,0,M01,M0101,P252,SKU011,B252,2015-Jan-01 09:09:46,WC02,0.070991961,Hours,39,ea
OP000255,0,M01,M0101,P253,SKU064,B253,2015-Jan-01 19:16:21,WC03,0.898683393,Hours,39,ea
OP000256,0,M01,M0101,P254,SKU086,B254,2015-Jan-01 21:51:39,WC04,0.377475434,Hours,39,ea
OP000257,0,M01,M0101,P255,SKU029,B255,2015-Jan-01 16:30:04,WC05,0.804840707,Hours,39,ea
OP000258,0,M01,M0101,P256,SKU014,B256,2015-Jan-01 09:29:32,WC06,0.491169084,Hours,39,ea
OP000259,1,M01,M0102,P257,SKU047,B257,2015-Jan-01 21:18:55,WC01,0.418466269,Hours,95,ea
OP000260,1,M02,M0202,P258,SKU026,B258,2015-Jan-01 22:59:02,WC01,0.597467109,Hours,45,ea
OP000261,0,M02,M0202,P259,SKU056,B259,2015-Jan-01 15:04:19,WC02,0.641380596,Hours,45,ea
OP000262,0,M02,M0202,P260,SKU034,B260,2015-Jan-01 23:29:48,WC03,0.562049497,Hours,45,ea
OP000263,0,M02,M0202,P261,SKU033,B261,2015-Jan-01 20:15:25,WC04,0.150565126,Hours,45,ea
OP000264,0,M02,M0202,P262,SKU075,B262,2015-Jan-01 07:07:20,WC05,0.058541749,Hours,45,ea
OP000265,0,M02,M0202,P263,SKU087,B263,2015-Jan-01 19:59:13,WC06,0.314870247,Hours,45,ea
OP000266,0,M02,M0202,P264,SKU074,B264,2015-Jan-01 15:03:20,WC07,0.944276986,Hours,45,ea
OP000267,0,M02,M0202,P265,SKU092,B265,2015-Jan-01 13:13:35,WC08,0.562513413,Hours,45,ea
OP000268,0,M02,M0202,P266,SKU009,B266,2015-Jan-01 19:45:37,WC09,0.514637634,Hours,45,ea
OP000269,0,M02,M0202,P267,SKU031,B267,2015-Jan-01 08:58:27,WC10,0.809814364,Hours,45,ea
OP000270,1,M03,M0305,P268,SKU023,B268,2015-Jan-01 03:31:01,WC01,0.699108789,Hours,42,ea
OP000271,0,M03,M0305,P269,SKU081,B269,2015-Jan-01 07:08:59,WC02,0.428053683,Hours,42,ea
OP000272,1,M03,M0305,P270,SKU012,B270,2015-Jan-01 01:41:51,WC01,0.346812407,Hours,43,ea
OP000273,1,M03,M0301,P271,SKU084,B271,2015-Jan-01 13:23:27,WC01,0.093542196,Hours,37,ea
OP000274,1,M03,M0305,P272,SKU060,B272,2015-Jan-01 19:25:41,WC01,0.956637624,Hours,47,ea
OP000275,1,M03,M0304,P273,SKU071,B273,2015-Jan-01 10:17:22,WC01,0.963059566,Hours,78,ea
OP000276,0,M03,M0304,P274,SKU011,B274,2015-Jan-01 10:11:46,WC02,0.731215765,Hours,78,ea
OP000277,0,M03,M0304,P275,SKU075,B275,2015-Jan-01 13:12:59,WC03,0.989069329,Hours,78,ea
OP000278,1,M02,M0202,P276,SKU094,B276,2015-Jan-01 12:36:34,WC01,0.979770786,Hours,81,ea
OP000279,0,M02,M0202,P277,SKU038,B277,2015-Jan-01 08:05:28,WC02,0.178937258,Hours,81,ea
OP000280,0,M02,M0202,P278,SKU041,B278,2015-Jan-01 17:51:02,WC03,0.380938979,Hours,81,ea
OP000281,1,M03,M0302,P279,SKU069,B279,2015-Jan-01 14:29:42,WC01,0.519307606,Hours,7,ea
OP000282,0,M03,M0302,P280,SKU086,B280,2015-Jan-01 17:28:25,WC02,0.103278641,Hours,7,ea
OP000283,0,M03,M0302,P281,SKU082,B281,2015-Jan-01 04:33:28,WC03,0.972967488,Hours,7,ea
OP000284,1,M03,M0305,P282,SKU050,B282,2015-Jan-01 10:06:59,WC01,0.418089353,Hours,73,ea
OP000285,0,M03,M0305,P283,SKU074,B283,2015-Jan-01 07:57:32,WC02,0.02426815,Hours,73,ea
OP000286,0,M03,M0305,P284,SKU066,B284,2015-Jan-01 20:04:18,WC03,0.110045195,Hours,73,ea
OP000287,0,M03,M0305,P285,SKU090,B285,2015-Jan-01 18:58:22,WC04,0.798145334,Hours,73,ea
OP000288,1,M01,M0101,P286,SKU039,B286,2015-Jan-01 17:36:31,WC01,0.163189134,Hours,3,ea
OP000289,1,M01,M0101,P287,SKU002,B287,2015-Jan-01 04:05:56,WC01,0.17657778,Hours,48,ea
OP000290,1,M02,M0203,P288,SKU060,B288,2015-Jan-01 15:03:17,WC01,0.425219475,Hours,42,ea
OP000291,0,M02,M0203,P289,SKU042,B289,2015-Jan-01 08:25:48,WC02,0.678285125,Hours,42,ea
OP000292,1,M01,M0104,P290,SKU036,B290,2015-Jan-01 22:16:14,WC01,0.328838849,Hours,24,ea
OP000293,1,M03,M0301,P291,SKU076,B291,2015-Jan-01 12:17:55,WC01,0.482860098,Hours,51,ea
OP000294,0,M03,M0301,P292,SKU029,B292,2015-Jan-01 01:19:56,WC02,0.442860141,Hours,51,ea
OP000295,1,M03,M0305,P293,SKU054,B293,2015-Jan-01 14:06:40,WC01,0.374692769,Hours,73,ea
OP000296,0,M03,M0305,P294,SKU022,B294,2015-Jan-01 13:46:12,WC02,0.731952043,Hours,73,ea
OP000297,0,M03,M0305,P295,SKU016,B295,2015-Jan-01 13:28:34,WC03,0.849094931,Hours,73,ea
OP000298,1,M01,M0103,P296,SKU020,B296,2015-Jan-01 18:25:31,WC01,0.063703016,Hours,21,ea
OP000299,0,M01,M0103,P297,SKU039,B297,2015-Jan-01 11:22:05,WC02,0.69901359,Hours,21,ea
OP000300,1,M02,M0205,P298,SKU027,B298,2015-Jan-01 04:00:20,WC01,0.61061576,Hours,95,ea
OP000301,1,M02,M0204,P299,SKU044,B299,2015-Jan-01 07:12:33,WC01,0.057882009,Hours,50,ea
OP000302,0,M02,M0204,P300,SKU042,B300,2015-Jan-01 06:12:19,WC02,0.268332095,Hours,50,ea
OP000303,0,M02,M0204,P301,SKU092,B301,2015-Jan-01 01:35:21,WC03,0.31251464,Hours,50,ea
OP000304,1,M01,M0104,P302,SKU047,B302,2015-Jan-01 20:56:32,WC01,0.105004941,Hours,17,ea
OP000305,0,M01,M0104,P303,SKU072,B303,2015-Jan-01 13:02:38,WC02,0.854558245,Hours,17,ea
OP000306,1,M01,M0103,P304,SKU098,B304,2015-Jan-01 07:48:28,WC01,0.604503235,Hours,7,ea
OP000307,1,M01,M0101,P305,SKU010,B305,2015-Jan-01 05:47:47,WC01,0.946136775,Hours,26,ea
OP000308,0,M01,M0101,P306,SKU080,B306,2015-Jan-01 00:45:26,WC02,0.525470776,Hours,26,ea
OP000309,1,M03,M0304,P307,SKU049,B307,2015-Jan-01 10:29:52,WC01,0.961468159,Hours,46,ea
OP000310,0,M03,M0304,P308,SKU037,B308,2015-Jan-01 18:08:33,WC02,0.301174951,Hours,46,ea
OP000311,0,M03,M0304,P309,SKU073,B309,2015-Jan-01 00:31:15,WC03,0.558660013,Hours,46,ea
OP000312,0,M03,M0304,P310,SKU076,B310,2015-Jan-01 04:25:20,WC04,0.14433159,Hours,46,ea
OP000313,1,M02,M0201,P311,SKU078,B311,2015-Jan-01 00:00:43,WC01,0.091700634,Hours,69,ea
OP000314,1,M01,M0105,P312,SKU026,B312,2015-Jan-01 22:48:33,WC01,0.98906491,Hours,97,ea
OP000315,1,M01,M0102,P313,SKU096,B313,2015-Jan-01 04:18:46,WC01,0.025910743,Hours,49,ea
OP000316,0,M01,M0102,P314,SKU057,B314,2015-Jan-01 02:21:43,WC02,0.60112539,Hours,49,ea
OP000317,0,M01,M0102,P315,SKU024,B315,2015-Jan-01 03:53:47,WC03,0.625921842,Hours,49,ea
OP000318,0,M01,M0102,P316,SKU014,B316,2015-Jan-01 03:57:20,WC04,0.568840258,Hours,49,ea
OP000319,1,M01,M0102,P317,SKU026,B317,2015-Jan-01 09:00:24,WC01,0.8620061,Hours,21,ea
OP000320,1,M03,M0304,P318,SKU020,B318,2015-Jan-01 23:54:48,WC01,0.788727822,Hours,43,ea
OP000321,0,M03,M0304,P319,SKU034,B319,2015-Jan-01 09:54:47,WC02,0.645813821,Hours,43,ea
OP000322,0,M03,M0304,P320,SKU095,B320,2015-Jan-01 12:56:54,WC03,0.800577635,Hours,43,ea
OP000323,0,M03,M0304,P321,SKU086,B321,2015-Jan-01 17:53:16,WC04,0.443351875,Hours,43,ea
OP000324,1,M01,M0102,P322,SKU016,B322,2015-Jan-01 16:37:35,WC01,0.04495071,Hours,74,ea
OP000325,1,M01,M0102,P323,SKU050,B323,2015-Jan-01 04:43:22,WC01,0.632129276,Hours,37,ea
OP000326,0,M01,M0102,P324,SKU012,B324,2015-Jan-01 17:12:09,WC02,0.408387967,Hours,37,ea
OP000327,1,M02,M0205,P325,SKU071,B325,2015-Jan-01 21:16:03,WC01,0.901008772,Hours,91,ea
OP000328,1,M01,M0102,P326,SKU022,B326,2015-Jan-01 05:17:23,WC01,0.165635032,Hours,36,ea
OP000329,0,M01,M0102,P327,SKU093,B327,2015-Jan-01 03:00:27,WC02,0.033468426,Hours,36,ea
OP000330,0,M01,M0102,P328,SKU074,B328,2015-Jan-01 22:23:08,WC03,0.845441818,Hours,36,ea
OP000331,1,M02,M0205,P329,SKU076,B329,2015-Jan-01 08:44:09,WC01,0.854158573,Hours,88,ea
OP000332,0,M02,M0205,P330,SKU082,B330,2015-Jan-01 02:13:29,WC02,0.908961244,Hours,88,ea
OP000333,1,M02,M0204,P331,SKU063,B331,2015-Jan-01 19:50:50,WC01,0.350890824,Hours,62,ea
OP000334,1,M02,M0203,P332,SKU014,B332,2015-Jan-01 22:05:26,WC01,0.155780507,Hours,1,ea
OP000335,0,M02,M0203,P333,SKU039,B333,2015-Jan-01 12:23:51,WC02,0.399873658,Hours,1,ea
OP000336,1,M01,M0102,P334,SKU089,B334,2015-Jan-01 13:56:16,WC01,0.616929233,Hours,63,ea
OP000337,0,M01,M0102,P335,SKU070,B335,2015-Jan-01 17:17:21,WC02,0.485062452,Hours,63,ea
OP000338,0,M01,M0102,P336,SKU053,B336,2015-Jan-01 08:00:30,WC03,0.824398952,Hours,63,ea
OP000339,0,M01,M0102,P337,SKU009,B337,2015-Jan-01 21:05:42,WC04,0.95406287,Hours,63,ea
OP000340,1,M01,M0101,P338,SKU069,B338,2015-Jan-01 21:40:27,WC01,0.738806901,Hours,94,ea
OP000341,1,M03,M0305,P339,SKU040,B339,2015-Jan-01 01:36:46,WC01,0.830737807,Hours,61,ea
OP000342,1,M01,M0104,P340,SKU051,B340,2015-Jan-01 16:52:25,WC01,0.761593646,Hours,75,ea
OP000343,0,M01,M0104,P341,SKU038,B341,2015-Jan-01 02:40:44,WC02,0.077331302,Hours,75,ea
OP000344,0,M01,M0104,P342,SKU083,B342,2015-Jan-01 13:43:55,WC03,0.502010857,Hours,75,ea
OP000345,0,M01,M0104,P343,SKU085,B343,2015-Jan-01 10:12:55,WC04,0.837357021,Hours,75,ea
OP000346,1,M03,M0303,P344,SKU009,B344,2015-Jan-01 19:33:11,WC01,0.930580409,Hours,48,ea
OP000347,1,M02,M0202,P345,SKU046,B345,2015-Jan-01 07:52:06,WC01,0.037328274,Hours,43,ea
OP000348,1,M02,M0204,P346,SKU095,B346,2015-Jan-01 23:30:34,WC01,0.75444391,Hours,6,ea
OP000349,0,M02,M0204,P347,SKU091,B347,2015-Jan-01 18:25:10,WC02,0.640090615,Hours,6,ea
OP000350,1,M03,M0305,P348,SKU078,B348,2015-Jan-01 23:44:14,WC01,0.782460576,Hours,85,ea
OP000351,1,M01,M0105,P349,SKU059,B349,2015-Jan-01 10:34:00,WC01,0.618551818,Hours,65,ea
OP000352,0,M01,M0105,P350,SKU062,B350,2015-Jan-01 20:40:24,WC02,0.380011007,Hours,65,ea
OP000353,0,M01,M0105,P351,SKU048,B351,2015-Jan-01 19:17:49,WC03,0.723654879,Hours,65,ea
OP000354,1,M03,M0301,P352,SKU077,B352,2015-Jan-01 08:32:23,WC01,0.186574461,Hours,55,ea
OP000355,0,M03,M0301,P353,SKU093,B353,2015-Jan-01 22:23:18,WC02,0.125037434,Hours,55,ea
OP000356,1,M03,M0304,P354,SKU069,B354,2015-Jan-01 12:27:06,WC01,0.065783598,Hours,88,ea
OP000357,0,M03,M0304,P355,SKU026,B355,2015-Jan-01 06:28:47,WC02,0.066924777,Hours,88,ea
OP000358,0,M03,M0304,P356,SKU070,B356,2015-Jan-01 22:55:55,WC03,0.457251443,Hours,88,ea
OP000359,1,M03,M0304,P357,SKU026,B357,2015-Jan-01 00:34:37,WC01,0.32700009,Hours,34,ea
OP000360,0,M03,M0304,P358,SKU055,B358,2015-Jan-01 06:39:40,WC02,0.001391804,Hours,34,ea
OP000361,0,M03,M0304,P359,SKU011,B359,2015-Jan-01 02:24:12,WC03,0.14752997,Hours,34,ea
OP000362,1,M02,M0203,P360,SKU059,B360,2015-Jan-01 20:10:34,WC01,0.16180887,Hours,31,ea
OP000363,0,M02,M0203,P361,SKU025,B361,2015-Jan-01 16:50:55,WC02,0.959181475,Hours,31,ea
OP000364,0,M02,M0203,P362,SKU051,B362,2015-Jan-01 04:22:07,WC03,0.174813272,Hours,31,ea
OP000365,0,M02,M0203,P363,SKU065,B363,2015-Jan-01 16:58:40,WC04,0.248968762,Hours,31,ea
OP000366,1,M03,M0301,P364,SKU008,B364,2015-Jan-01 13:35:29,WC01,0.166942246,Hours,11,ea
OP000367,0,M03,M0301,P365,SKU004,B365,2015-Jan-01 14:55:45,WC02,0.898853574,Hours,11,ea
OP000368,0,M03,M0301,P366,SKU078,B366,2015-Jan-01 11:00:58,WC03,0.526876098,Hours,11,ea
OP000369,1,M03,M0302,P367,SKU006,B367,2015-Jan-01 08:43:09,WC01,0.26072761,Hours,83,ea
OP000370,1,M01,M0103,P368,SKU066,B368,2015-Jan-01 23:24:47,WC01,0.391756597,Hours,20,ea
OP000371,1,M01,M0103,P369,SKU009,B369,2015-Jan-01 07:21:35,WC01,0.270845183,Hours,5,ea
OP000372,0,M01,M0103,P370,SKU058,B370,2015-Jan-01 06:59:48,WC02,0.697858015,Hours,5,ea
OP000373,0,M01,M0103,P371,SKU049,B371,2015-Jan-01 18:24:34,WC03,0.969520291,Hours,5,ea
OP000374,0,M01,M0103,P372,SKU072,B372,2015-Jan-01 01:48:17,WC04,0.513013537,Hours,5,ea
OP000375,1,M03,M0302,P373,SKU075,B373,2015-Jan-01 04:52:47,WC01,0.005000009,Hours,28,ea
OP000376,0,M03,M0302,P374,SKU028,B374,2015-Jan-01 08:34:07,WC02,0.746473563,Hours,28,ea
OP000377,0,M03,M0302,P375,SKU037,B375,2015-Jan-01 22:54:21,WC03,0.573393885,Hours,28,ea
OP000378,1,M03,M0301,P376,SKU033,B376,2015-Jan-01 13:49:02,WC01,0.460062235,Hours,54,ea
OP000379,1,M03,M0303,P377,SKU023,B377,2015-Jan-01 06:26:17,WC01,0.255576104,Hours,6,ea
OP000380,0,M03,M0303,P378,SKU062,B378,2015-Jan-01 13:02:08,WC02,0.644964744,Hours,6,ea
OP000381,0,M03,M0303,P379,SKU082,B379,2015-Jan-01 03:25:39,WC03,0.07762482,Hours,6,ea
OP000382,1,M03,M0304,P380,SKU044,B380,2015-Jan-01 06:25:58,WC01,0.823743684,Hours,78,ea
OP000383,1,M01,M0104,P381,SKU044,B381,2015-Jan-01 09:35:06,WC01,0.032116378,Hours,93,ea
OP000384,1,M01,M0104,P382,SKU010,B382,2015-Jan-01 01:28:48,WC01,0.74621508,Hours,25,ea
OP000385,0,M01,M0104,P383,SKU003,B383,2015-Jan-01 04:34:05,WC02,0.891122164,Hours,25,ea
OP000386,1,M02,M0203,P384,SKU061,B384,2015-Jan-01 19:03:33,WC01,0.912582233,Hours,1,ea
OP000387,1,M01,M0104,P385,SKU083,B385,2015-Jan-01 11:12:46,WC01,0.073164097,Hours,31,ea
OP000388,1,M03,M0301,P386,SKU002,B386,2015-Jan-01 05:27:22,WC01,0.854070698,Hours,95,ea
OP000389,0,M03,M0301,P387,SKU029,B387,2015-Jan-01 15:49:11,WC02,0.121120191,Hours,95,ea
OP000390,0,M03,M0301,P388,SKU036,B388,2015-Jan-01 01:19:15,WC03,0.849727885,Hours,95,ea
OP000391,0,M03,M0301,P389,SKU010,B389,2015-Jan-01 06:10:51,WC04,0.053846428,Hours,95,ea
OP000392,1,M02,M0201,P390,SKU090,B390,2015-Jan-01 15:35:13,WC01,0.435152883,Hours,61,ea
OP000393,0,M02,M0201,P391,SKU082,B391,2015-Jan-01 19:53:30,WC02,0.668189537,Hours,61,ea
OP000394,1,M01,M0102,P392,SKU050,B392,2015-Jan-01 23:56:39,WC01,0.685287041,Hours,18,ea
OP000395,1,M03,M0305,P393,SKU070,B393,2015-Jan-01 15:21:03,WC01,0.54912754,Hours,1,ea
OP000396,0,M03,M0305,P394,SKU013,B394,2015-Jan-01 09:49:41,WC02,0.927002955,Hours,1,ea
OP000397,1,M02,M0203,P395,SKU099,B395,2015-Jan-01 07:44:02,WC01,0.481767017,Hours,10,ea
OP000398,0,M02,M0203,P396,SKU056,B396,2015-Jan-01 19:31:20,WC02,0.950398155,Hours,10,ea
OP000399,0,M02,M0203,P397,SKU003,B397,2015-Jan-01 03:38:23,WC03,0.409077992,Hours,10,ea
OP000400,1,M03,M0304,P398,SKU050,B398,2015-Jan-01 22:42:27,WC01,0.169504154,Hours,60,ea
OP000401,1,M01,M0102,P399,SKU047,B399,2015-Jan-01 13:08:48,WC01,0.816170807,Hours,77,ea
OP000402,0,M01,M0102,P400,SKU035,B400,2015-Jan-01 03:06:47,WC02,0.012398766,Hours,77,ea
OP000403,1,M01,M0102,P401,SKU013,B401,2015-Jan-01 12:45:31,WC01,0.222886349,Hours,16,ea
OP000404,1,M03,M0304,P402,SKU098,B402,2015-Jan-01 16:04:12,WC01,0.805305629,Hours,62,ea
OP000405,0,M03,M0304,P403,SKU020,B403,2015-Jan-01 08:28:40,WC02,0.684189591,Hours,62,ea
OP000406,1,M01,M0104,P404,SKU026,B404,2015-Jan-01 09:02:56,WC01,0.521574623,Hours,17,ea
OP000407,0,M01,M0104,P405,SKU056,B405,2015-Jan-01 18:27:59,WC02,0.27607929,Hours,17,ea
OP000408,1,M03,M0304,P406,SKU090,B406,2015-Jan-01 11:16:35,WC01,0.507821602,Hours,70,ea
OP000409,0,M03,M0304,P407,SKU077,B407,2015-Jan-01 21:18:50,WC02,0.309709881,Hours,70,ea
OP000410,1,M01,M0102,P408,SKU028,B408,2015-Jan-01 16:43:32,WC01,0.703236122,Hours,26,ea
OP000411,0,M01,M0102,P409,SKU078,B409,2015-Jan-01 02:14:45,WC02,0.34335323,Hours,26,ea
OP000412,0,M01,M0102,P410,SKU068,B410,2015-Jan-01 02:38:08,WC03,0.958074836,Hours,26,ea
OP000413,1,M01,M0104,P411,SKU003,B411,2015-Jan-01 00:24:41,WC01,0.607059919,Hours,33,ea
OP000414,1,M02,M0204,P412,SKU044,B412,2015-Jan-01 11:37:57,WC01,0.544406016,Hours,47,ea
OP000415,0,M02,M0204,P413,SKU087,B413,2015-Jan-01 01:44:17,WC02,0.200740571,Hours,47,ea
OP000416,1,M01,M0103,P414,SKU056,B414,2015-Jan-01 00:05:02,WC01,0.416789879,Hours,42,ea
OP000417,1,M03,M0304,P415,SKU035,B415,2015-Jan-01 06:06:50,WC01,0.1261751,Hours,52,ea
OP000418,0,M03,M0304,P416,SKU075,B416,2015-Jan-01 05:14:33,WC02,0.088349217,Hours,52,ea
OP000419,1,M03,M0302,P417,SKU078,B417,2015-Jan-01 01:57:55,WC01,0.655686834,Hours,13,ea
OP000420,1,M02,M0201,P418,SKU042,B418,2015-Jan-01 06:59:20,WC01,0.315222957,Hours,98,ea
OP000421,0,M02,M0201,P419,SKU083,B419,2015-Jan-01 17:52:05,WC02,0.38382101,Hours,98,ea
OP000422,1,M03,M0304,P420,SKU062,B420,2015-Jan-01 21:57:35,WC01,0.755860549,Hours,95,ea
OP000423,0,M03,M0304,P421,SKU074,B421,2015-Jan-01 19:44:35,WC02,0.165773897,Hours,95,ea
OP000424,0,M03,M0304,P422,SKU094,B422,2015-Jan-01 17:03:45,WC03,0.754080413,Hours,95,ea
OP000425,1,M01,M0103,P423,SKU085,B423,2015-Jan-01 04:01:44,WC01,0.058617228,Hours,61,ea
OP000426,1,M02,M0202,P424,SKU046,B424,2015-Jan-01 15:47:49,WC01,0.784306932,Hours,52,ea
OP000427,0,M02,M0202,P425,SKU098,B425,2015-Jan-01 13:36:06,WC02,0.14407887,Hours,52,ea
OP000428,0,M02,M0202,P426,SKU008,B426,2015-Jan-01 07:05:34,WC03,0.699673918,Hours,52,ea
OP000429,1,M03,M0303,P427,SKU078,B427,2015-Jan-01 14:43:32,WC01,0.874346494,Hours,57,ea
OP000430,1,M01,M0102,P428,SKU002,B428,2015-Jan-01 06:21:31,WC01,0.220139885,Hours,99,ea
OP000431,1,M02,M0203,P429,SKU054,B429,2015-Jan-01 13:36:29,WC01,0.598656638,Hours,53,ea
OP000432,1,M02,M0204,P430,SKU066,B430,2015-Jan-01 23:54:14,WC01,0.57638729,Hours,32,ea
OP000433,1,M01,M0102,P431,SKU016,B431,2015-Jan-01 09:44:53,WC01,0.916107181,Hours,51,ea
OP000434,1,M02,M0204,P432,SKU030,B432,2015-Jan-01 02:18:06,WC01,0.484012919,Hours,1,ea
OP000435,1,M03,M0302,P433,SKU040,B433,2015-Jan-01 14:19:58,WC01,0.441940903,Hours,46,ea
OP000436,1,M03,M0304,P434,SKU069,B434,2015-Jan-01 05:26:30,WC01,0.569241136,Hours,85,ea
OP000437,1,M02,M0205,P435,SKU070,B435,2015-Jan-01 22:04:27,WC01,0.607396438,Hours,35,ea
OP000438,0,M02,M0205,P436,SKU085,B436,2015-Jan-01 21:50:55,WC02,0.032322352,Hours,35,ea
OP000439,1,M03,M0303,P437,SKU010,B437,2015-Jan-01 04:17:50,WC01,0.06073779,Hours,29,ea
OP000440,0,M03,M0303,P438,SKU010,B438,2015-Jan-01 17:07:27,WC02,0.560935904,Hours,29,ea
OP000441,0,M03,M0303,P439,SKU017,B439,2015-Jan-01 05:15:00,WC03,0.088441391,Hours,29,ea
OP000442,0,M03,M0303,P440,SKU033,B440,2015-Jan-01 15:13:00,WC04,0.220657594,Hours,29,ea
OP000443,1,M02,M0201,P441,SKU072,B441,2015-Jan-01 00:14:18,WC01,0.12613818,Hours,44,ea
OP000444,1,M01,M0102,P442,SKU064,B442,2015-Jan-01 13:27:48,WC01,0.233731229,Hours,98,ea
OP000445,1,M03,M0304,P443,SKU092,B443,2015-Jan-01 22:10:26,WC01,0.848115299,Hours,98,ea
OP000446,1,M02,M0205,P444,SKU067,B444,2015-Jan-01 00:07:17,WC01,0.330166257,Hours,86,ea
OP000447,1,M02,M0202,P445,SKU003,B445,2015-Jan-01 18:33:37,WC01,0.395153872,Hours,13,ea
OP000448,0,M02,M0202,P446,SKU021,B446,2015-Jan-01 17:08:09,WC02,0.567137682,Hours,13,ea
OP000449,1,M03,M0304,P447,SKU008,B447,2015-Jan-01 18:28:55,WC01,0.576051264,Hours,56,ea
OP000450,1,M03,M0303,P448,SKU083,B448,2015-Jan-01 15:18:05,WC01,0.110090057,Hours,97,ea
OP000451,1,M03,M0302,P449,SKU053,B449,2015-Jan-01 07:23:55,WC01,0.696455709,Hours,2,ea
OP000452,0,M03,M0302,P450,SKU091,B450,2015-Jan-01 13:03:10,WC02,0.839022771,Hours,2,ea
OP000453,1,M02,M0201,P451,SKU034,B451,2015-Jan-01 18:59:08,WC01,0.874077529,Hours,91,ea
OP000454,0,M02,M0201,P452,SKU088,B452,2015-Jan-01 08:40:33,WC02,0.399634555,Hours,91,ea
OP000455,0,M02,M0201,P453,SKU091,B453,2015-Jan-01 08:15:50,WC03,0.245197977,Hours,91,ea
OP000456,1,M01,M0104,P454,SKU093,B454,2015-Jan-01 12:25:40,WC01,0.574035887,Hours,53,ea
OP000457,0,M01,M0104,P455,SKU095,B455,2015-Jan-01 16:28:05,WC02,0.712960769,Hours,53,ea
OP000458,1,M02,M0201,P456,SKU056,B456,2015-Jan-01 04:28:50,WC01,0.299009006,Hours,8,ea
OP000459,1,M03,M0303,P457,SKU008,B457,2015-Jan-01 18:13:02,WC01,0.368943307,Hours,21,ea
OP000460,0,M03,M0303,P458,SKU040,B458,2015-Jan-01 03:39:17,WC02,0.770186662,Hours,21,ea
OP000461,0,M03,M0303,P459,SKU005,B459,2015-Jan-01 07:05:44,WC03,0.562221647,Hours,21,ea
OP000462,0,M03,M0303,P460,SKU079,B460,2015-Jan-01 16:32:39,WC04,0.561528538,Hours,21,ea
OP000463,0,M03,M0303,P461,SKU066,B461,2015-Jan-01 09:10:42,WC05,0.458436108,Hours,21,ea
OP000464,1,M02,M0205,P462,SKU099,B462,2015-Jan-01 20:25:38,WC01,0.993183717,Hours,69,ea
OP000465,1,M03,M0302,P463,SKU092,B463,2015-Jan-01 05:15:29,WC01,0.300276615,Hours,70,ea
OP000466,0,M03,M0302,P464,SKU073,B464,2015-Jan-01 08:14:27,WC02,0.801183144,Hours,70,ea
OP000467,1,M01,M0105,P465,SKU093,B465,2015-Jan-01 14:18:07,WC01,0.199203996,Hours,13,ea
OP000468,1,M02,M0205,P466,SKU022,B466,2015-Jan-01 11:50:27,WC01,0.079115611,Hours,73,ea
OP000469,1,M03,M0305,P467,SKU063,B467,2015-Jan-01 13:52:59,WC01,0.224978211,Hours,24,ea
OP000470,0,M03,M0305,P468,SKU094,B468,2015-Jan-01 16:36:05,WC02,0.110617981,Hours,24,ea
OP000471,1,M03,M0302,P469,SKU003,B469,2015-Jan-01 18:36:14,WC01,0.930122989,Hours,4,ea
